thumb,fing1,fing2,fing3,fing4
199.52944644838766,168.0773631397161,141.05672617780408,128.06248474865697,117.38824472663352
182.52944967867515,114.23659658795863,102.00490184299969,95.88013350011565,98.4733466477097
191.0026177831079,118.29623831720095,106.1178590059185,103.4456378974,109.40292500660117
212.43822631532208,139.51702405083043,128.00390619039717,121.6552506059644,123.8789731956154
227.2377609465469,145.46477236774544,132.6386067478093,124.31009613060397,128.4445405612866
229.78685776170926,146.15402833996743,132.83448347473634,126.19429464123962,127.75758294520134
228.46443924602357,151.34728276384746,137.11673858431726,130.06152390311286,133.52153384379613
226.4199637841151,152.31546211727817,138.6542462386205,130.01538370516005,135.34031180694095
228.72909740564273,151.16877984557524,137.7679207943562,129.0155029444136,133.88054376943649
227.3367546174617,142.66744548074027,131.93938001976514,123.01625908797584,128.06248474865697
225.84286572747877,146.23952953972466,136.0624856453828,125.03599481749245,130.0
226.80828909014767,147.58048651498612,138.24615727028365,127.03542812932147,132.43866504914644
229.2640399190418,147.59742545180114,137.27709204379295,128.03515142334936,133.88054376943649
234.54210709380095,146.37281168304446,134.6291201783626,124.06449935416659,129.0310040261642
233.32380932943812,144.53373308677806,136.0624856453828,126.03570922560003,132.90974381135493
237.2003372678884,145.89036979869508,135.34031180694095,126.03570922560003,131.70041761513136
239.14012628582432,145.98972566588375,135.85654198455074,125.14391715141412,128.86038956948718
239.87079855622275,146.48549416239138,134.892549831338,124.14507642270796,128.86038956948718
242.099153240981,148.35430563350698,136.6821129482567,124.25779653607253,128.4562182223967
240.68444071023785,144.06248644251562,131.60547101089682,122.2620137246234,126.69648771769484
240.9024698918631,148.00337833982033,135.72398461583714,127.1927670899568,130.41855696180662
240.14995315427402,147.14618581533128,136.01470508735443,126.3210196285638,130.41855696180662
242.85386552410483,149.21796138535066,138.32208789632983,128.191263352851,130.8166656049603
241.12444919584576,151.6047492659778,138.88484438555562,129.24782396620841,132.38202294873727
242.099153240981,149.093930124603,137.78606605894515,128.09761902549164,130.04999038831184
238.89956048515452,149.58609561052123,136.40014662748717,127.1416532848303,130.61393493804556
242.78591392418136,150.08331019803634,138.0507153186828,129.18978287774928,130.61393493804556
242.78591392418136,148.71785366928881,136.12494260788506,126.14277624977183,129.634100452003
240.60756430336932,150.95032295427526,137.3608386695422,127.1927670899568,130.8166656049603
237.69097584889502,151.64761785138597,139.21566003866087,130.06152390311286,134.8517704741024
238.41560351621283,158.35403373454054,143.58621103713267,134.09325113517085,138.97481786280562
239.38462774372127,160.58953888718904,145.7737973711325,135.1332675546625,138.51353724455961
240.11039127867832,161.01242188104618,146.99659860010368,137.23337786413333,140.03570973148243
239.63305281200255,165.4841382127,149.7230777134908,138.52075656738234,138.91724155050014
235.74774654278247,164.59647626847908,150.28306624500314,138.52075656738234,137.46272221951665
233.33452380648689,161.4465855941215,146.84004903295286,136.444127759314,135.34031180694095
232.13142829009604,161.8919392681427,150.0,138.81282361511128,133.73481222179961
225.39077177204928,158.3445610054226,147.52626884728022,137.71347065556077,132.84953895290718
222.24535990656813,154.30489298787643,145.49914089093448,136.82470537150812,131.85598204101322
220.6558406206371,152.81688388394784,138.19189556555045,129.98846102635417,126.77539193392383
217.00691233230336,156.66843970627906,136.61625086350452,127.76932339180638,124.78781991845197
215.6965461012299,152.9477034806342,135.5949851580065,128.2497563350512,129.71121771072848
214.55302374937528,151.28780519261954,138.29316685939332,132.015150645674,135.95955280891445
213.12203077110541,151.7003625572464,139.83204210766573,136.0036764208968,142.57980221616245
216.52944372532804,156.3873396410336,147.49237268414933,146.01369798755184,150.44268011438774
217.99311915746333,158.4960567332828,146.696966567138,143.01398533010678,148.66068747318505
215.20455385516357,154.02921800749363,145.71547618561317,143.0,149.11069713471264
217.99311915746333,152.5417975507041,144.15616532080756,142.0,149.2816130673835
216.54098919142305,148.47558721890948,137.7679207943562,135.0148140020198,143.02796929272262
217.89217516927954,148.03377992877165,136.79546776117988,132.03408650799233,136.7808466123821
220.43593173527768,150.7348665704123,137.7679207943562,133.06013678032951,134.6476884316994
220.29298672449835,149.40214188558343,133.64505228402584,127.06297651164952,127.73801313626261
218.34147567514515,148.03040228277433,132.69890730522238,125.25573839150046,124.45882853377658
218.56349191939628,148.94629904767692,132.2800060477773,122.3315167894194,121.3424904969401
217.81643647805828,146.2942240828393,131.60547101089682,123.40583454602137,123.32072007574396
216.83173199511182,149.41218156495808,132.85330255586422,124.4025723206719,122.3315167894194
215.8633827215723,149.00335566691106,134.1044369139217,125.4830665866913,123.17873193047572
217.0829334609241,149.4824404403407,133.15029102484155,125.4830665866913,124.03628501370073
217.33844574764032,149.00335566691106,134.1044369139217,126.4792473095883,125.02799686470227
216.1157097482735,148.12494725737457,133.15029102484155,125.4830665866913,124.03628501370073
216.6333307688362,148.12494725737457,133.15029102484155,126.4792473095883,123.9112585683803
217.86234185833953,148.22280526288793,134.7145129523913,126.66885963013956,124.78781991845197
217.86234185833953,147.24808997063425,134.1044369139217,126.57013865837392,123.9112585683803
216.6333307688362,146.76852523616907,133.15029102484155,124.57929201917949,123.9112585683803
215.40659228538016,146.76852523616907,134.40610105199838,125.78155667664477,123.68508398347798
213.92755783208483,146.76852523616907,133.4541119636259,124.78781991845197,122.6906679417795
211.49231664530984,145.01379244747721,132.5028301584536,123.79418403139947,120.70211265756701
209.55428890862626,146.24978632463024,132.5631924781536,123.40583454602137,121.19818480488888
209.80228788075692,144.00347218036097,129.80754985747168,123.25988804148737,121.49485585818027
210.27838690650069,145.41320435228707,130.96946208945045,125.09996003196804,123.96773773849388
210.27838690650069,146.81961721786362,134.39121995130486,130.034610777285,132.01893803541975
211.00947846009194,147.2582765076381,135.95955280891445,133.0338302838793,134.73306943731373
208.83007446246816,148.06079832285116,136.6235704408284,135.09256086106296,139.6352391053204
208.5976989326584,152.16109883935513,141.718029904455,140.089257261219,144.5441109142811
210.3188056261256,153.44380078712857,145.52319402761884,144.12494579357175,148.85227576359054
209.57099035887578,156.37135287513502,146.972786596703,145.0551619212498,148.29699929533302
212.72047386182646,160.6268968759591,149.11069713471264,146.03081866510234,146.15402833996743
211.07344693257843,161.40012391568973,154.719100307622,154.0811474515945,157.33403954643762
210.85777196963835,168.07438829280326,158.97798589741913,157.05094714773293,159.9656213065795
208.6911593719293,161.75598906995685,157.83535725559088,156.08010763707205,159.9656213065795
208.48261318392957,163.27277789025334,159.66527487215245,160.11246047700348,161.94134740701648
207.29930052945187,163.41358572652396,158.31929762350515,157.01273833673497,156.28499608087785
207.50421682462263,165.8493292117879,160.29036153181514,159.00314462299164,153.3101431738944
207.7137453323684,165.27552752903256,156.70673246545599,153.0130713370593,146.98639392814562
205.34117950377123,162.85576440519384,150.44268011438774,144.1700384962146,136.61991070118586
205.92231544929754,156.1089363233252,140.80127840328723,129.86916493148019,122.2620137246234
200.6315030098713,151.21177202850313,137.64083696345355,128.76334882255898,121.41251994749142
199.64969321288726,150.71164520368026,134.7145129523913,124.16923934694937,118.20744477400736
198.66806487203723,146.696966567138,134.1044369139217,124.78781991845197,117.42657280190033
195.35096621209735,148.14182393908885,132.69890730522238,122.40914998479485,115.97413504743201
198.92712233378333,147.73286702694156,135.34031180694095,125.25573839150046,118.2285921425101
200.33971149025845,151.15885683611134,141.22322755127783,132.06059215375342,122.0
201.37527157027003,151.92103211866353,142.772546380598,136.01470508735443,127.09838708654017
204.9780476051033,156.54072952429985,151.46286673637206,148.16544806398016,143.39107364128355
208.39625716408634,154.042202009709,146.972786596703,145.0551619212498,147.87156589419075
209.67832506007863,156.85024705112835,150.20652449211386,148.27339613025663,148.48905683584903
208.806130178211,153.37861650177967,146.23952953972466,142.22517358048822,139.71399357258383
210.95023109728987,153.37861650177967,144.3918280236108,139.0898989862312,137.10215169719257
212.6240814207083,150.98675438593943,141.05672617780408,134.01492454200763,129.83836104942176
213.92755783208483,149.69301920931383,138.85243966167826,130.00384609695206,125.7179382586272
214.1074496602115,149.05368160498418,138.97481786280562,130.034610777285,126.30122723077555
215.96759016111653,148.5563866011825,136.79546776117988,129.0348790056394,126.30122723077555
217.34994824015948,149.37201879870273,136.82105101189657,128.191263352851,125.44720004846661
220.10906387516167,150.2664300500947,135.4400236266961,128.3160161476345,125.15989773086265
218.8332698654389,148.94629904767692,133.52153384379613,126.3210196285638,123.17873193047572
220.8800579500105,150.45597362683876,134.08206442324789,125.67418191498204,121.69634341261039
222.4275162833951,153.32318807016765,134.13426109685773,126.15070352558483,122.3315167894194
222.91253890259293,153.6522046701576,135.38463723776047,127.09838708654017,123.06502346320826
223.78784596130328,153.8083222715858,135.988970140964,127.12198865656563,123.0
227.03523955544875,158.38244852255568,142.29898102235308,131.3202193114221,125.39936203984452
226.99118925632334,157.49285698088025,142.3938200906205,130.9427355755179,125.4830665866913
229.47766775876036,159.2262541165872,143.20963654726592,131.91285001848757,123.9112585683803
230.8679276123039,159.10059710761615,143.39107364128355,131.47243057006287,123.47064428438041
230.5558500667463,159.86244086714052,143.45033983926285,130.3878828726044,121.01652779682617
229.21823662178366,157.76247969653622,140.42791745233566,128.15615474880636,119.68291440301745
228.21919288263203,161.31955864060626,143.80890097626084,130.78226179417453,123.1665539016173
227.1079038695043,160.58953888718904,143.22011031974526,132.23085872821065,125.76565508913791
227.05505940189926,163.52675622050356,147.20054347725758,135.2479205015737,129.24782396620841
225.00888871331284,164.93938280471406,148.8086019019062,138.53880322855397,135.14806694880988
229.01964981197574,164.43843832875572,148.00337833982033,137.6154061142865,134.16407864998737
235.05318547086316,168.01488029338353,149.80654191322887,139.71399357258383,137.6735268670052
234.07691043757393,168.01488029338353,149.80654191322887,139.31618714277246,137.2953021774598
237.01898658124415,169.9941175452845,148.8086019019062,138.7155362603627,136.194713553794
240.91699815496622,172.53985046939155,153.39491516996253,141.6756859873987,138.61096637712328
239.87079855622275,172.90459797240788,157.0636813525011,146.03081866510234,141.05672617780408
240.26027553467927,173.60011520733505,159.4114174079134,147.31259280862582,140.28898745090436
246.35137507227356,179.88885457415086,165.13025161974412,150.47923444781344,141.56623891309678
251.79555198613022,186.62529303392935,170.2292571798397,153.0130713370593,142.63590010933433
249.8739682319869,189.76301009416983,172.40939649566667,155.46382215808282,144.64093473149293
246.59480935331953,191.12561314486345,171.42053552593984,154.17522498767434,144.20124826089406
245.81497106563708,194.18032856085088,175.0028571195339,154.55743269089325,143.54441821262157
242.5881283162884,196.01020381602586,177.0706073858674,156.31058825300352,141.315250415516
239.00627606822377,196.596032513375,175.07141400011596,150.02999700059985,127.94530081249565
237.73935307390738,198.01262586006985,174.23260314877925,151.85519418182574,132.23085872821065
233.49946466748057,196.4713719603953,174.04597093871493,152.190669884852,136.48809471891678
228.4841351166422,199.00753754569197,173.07223925286226,153.16984037335808,142.08800090085018
224.8777445635739,198.11612756158948,172.00290695217916,155.36408851468863,144.83784035948617
222.25210910135362,193.75241933973368,172.02616080119907,158.67577004697347,146.4547711752676
226.14154859291116,186.1316738225926,170.23806859806652,161.00931650062986,155.502411556863
226.88322987827902,174.18381095842403,163.35544068074378,156.32018423735306,153.28731193415845
228.25424421026653,167.5022387910084,152.3975065412817,147.0136048126159,145.0
228.47319317591726,161.94134740701648,143.8923208513922,136.82470537150812,134.23859355639868
230.21728866442677,153.60013020827813,135.05924625881784,125.39936203984452,120.00416659433121
232.15727427758966,152.7612516314265,133.98880550254935,120.81390648431164,111.64676439557037
232.79390026373113,148.8220413782851,128.00390619039717,114.76933388322858,104.08650248711405
235.61409125941512,151.34397906755325,126.65701717630967,113.21660655575224,102.25947388873072
238.0273093575609,152.43359209832983,128.68954891520912,113.63538181394033,103.40696301506973
240.2019983264086,154.8418548067673,132.45754036671525,116.29703349613007,106.30145812734649
235.76683396949622,160.65490966665163,135.20724832641184,117.18361660232202,108.06016842481785
236.30488780387088,164.19500601419034,142.1442928857856,124.03628501370073,114.0175425099138
237.0759372015642,169.2572007330855,150.6286825275983,134.46189051177288,127.12985487288185
232.26062946612367,168.1071087134628,153.45683432157722,140.80127840328723,137.56816492197603
229.1571513176056,165.58381563425817,149.9333185119305,142.52368224263643,142.9475428260311
230.85276693165278,167.94344286098223,150.98675438593943,142.63590010933433,138.7984149765407
230.16950275829333,165.71059109181888,148.00337833982033,136.23509092741122,128.82546332150332
229.6867431960321,165.4962235218677,147.56693396557372,131.55227098001768,122.11470017978998
220.05681084665386,167.96725871431016,152.32202729743324,136.4734406395618,123.97580409095961
216.48094604375694,166.33700730745397,152.6892268629323,134.7145129523913,121.03718436910205
213.77090541044166,163.88410539158457,151.7003625572464,132.6386067478093,111.03603018840326
208.4346420343797,160.4400199451496,151.3968295572929,133.4053971921676,115.27792503337315
110.8873302050329,113.14592347937243,126.57013865837392,137.7534028617805,150.8409758653132
142.87407042567241,121.75385004179539,121.03718436910205,123.60016181219181,119.81652640600127
154.38264151127873,115.20850663036997,106.01886624558857,101.01980003939822,96.74709297958259
181.23189564753773,119.57006314291216,112.0044641967453,96.60227740586657,94.33981132056604
180.24982662959764,126.58988901172162,117.2006825918689,98.67117106835208,99.14131328563285
170.1763790894612,143.38758663147937,128.3627671873741,107.00467279516349,113.7453295744489
176.70597047072292,137.59360450253493,114.49454135459908,102.61091559868278,119.20570456148481
159.7904878270293,143.22011031974526,117.64777940955791,105.77334257741882,124.25779653607253
133.6600164596728,145.4269576110289,114.93476410555685,103.32473082471591,123.10158406779338
140.92906016858268,144.61673485458036,117.2006825918689,105.01904589168576,125.09996003196804
141.35416513141735,148.4048516727132,116.72617529928752,102.61578825892242,121.03718436910205
148.60013458944107,145.0,116.29703349613007,105.01904589168576,121.01652779682617
160.31219541881399,147.61097520171052,118.51160280748886,105.51303237041384,121.10326172320876
165.89454481688057,149.80654191322887,120.30378215168466,106.48004507887852,120.01666550941998
174.07182425654074,151.64761785138597,119.41942890501528,104.546640309481,120.03749414245534
183.96195258802837,151.64761785138597,121.23530838827442,104.80935072788114,120.00416659433121
188.76705220985997,155.08062419270823,122.18837915284743,106.04244433244644,121.03718436910205
190.9685838037241,155.08062419270823,120.3536455617361,105.77334257741882,121.03718436910205
196.4001018329675,156.33937443907084,122.18837915284743,107.00467279516349,122.10241602851272
201.16162655934158,153.3883959105121,120.93386622447825,106.60675400742676,123.14625451064275
204.63626267111115,154.5639026422405,124.16923934694937,109.11003620199197,125.25573839150046
210.09045670853305,157.07959765672945,126.24579200908045,112.27199116431488,125.57467897629681
214.11445537375565,154.20765220960988,128.16005617976296,114.49017425089369,127.66362050325849
218.19715855161817,157.69908052997647,129.5414991421668,116.1077086157504,126.8897158953396
219.4766502386985,158.41717078650282,128.16005617976296,114.82595525402782,126.01983970788092
228.06358762415363,156.98407562552325,130.92364186807515,117.74548823628021,129.40247292845683
238.20999139414786,157.69908052997647,134.52509059651288,120.15406776301833,130.04999038831184
240.14162487998618,160.55217220579732,133.70115930686615,121.85236969382254,129.634100452003
243.75602556654883,162.1141573089778,133.80956617521784,120.83045973594572,130.04999038831184
247.14570601165622,162.27445886522005,136.40014662748717,122.10241602851272,131.93938001976514
250.56935167733502,162.3730273167314,136.20939761998804,122.09013064126027,131.73458164050928
252.41434190631878,164.14932226482082,136.49908424601244,121.70866854912184,130.64838307457157
256.1640099623677,163.40440630533806,136.02940858505562,122.4499897917513,130.29965464267354
254.70178640912593,165.42369842317032,133.73481222179961,119.03780911962383,126.53062870309307
251.14935795259362,168.65645555388622,131.55227098001768,115.37764081484765,123.13001258832064
253.1975513309716,166.86821147240718,131.04579352272242,113.81124724736128,121.33424908079334
248.03225596683993,162.4130536625674,126.03570922560003,107.44766167767449,114.12712210513327
244.3460660620506,160.1030917877603,120.20815280171308,101.41498903022176,105.09519494249011
238.92467432226417,155.2063143045411,115.20850663036997,96.04686356149273,97.98979538707079
236.93247983339052,152.97058540778355,111.83022847155415,93.08598175880189,93.5200513259055
237.92856070678022,154.84508387417407,108.75660899458019,89.87213138676528,88.58893836140041
236.8459414893994,151.92432326655268,106.6770828247567,86.97700845625813,84.07734534343957
236.47621444872632,153.2351134694656,108.40664186294121,87.11486669908874,81.12336284942828
233.30880823492285,149.85659811966906,105.11898020814318,82.46211251235322,73.57309290766564
233.0772404161333,150.41608956491322,108.67382389517726,84.02380615040002,75.71657678474378
225.01999911119012,145.49914089093448,106.45186705737011,79.40403012442127,70.7248188403477
224.1093483101497,149.27156460625713,111.08555261599052,82.68010643437755,72.24956747275377
219.27608168699112,149.12075643584967,113.3181362359971,84.72307831990054,72.83543093852057
216.59178193089414,146.32839779072276,110.4943437466371,81.83520025025906,67.94115100585212
210.95023109728987,141.69333082400175,107.83784122468327,79.92496481075234,65.11528238439882
211.1492363235065,143.27944723511465,106.56922632730333,77.47257579298626,60.959002616512684
192.5123372669918,139.5600229292042,102.18121158021175,73.00684899377592,55.226805085936306
176.7766952966369,147.2582765076381,111.40017953306898,79.2464510246358,59.135437767890075
198.4943324127921,154.35349040433132,124.95199078045935,92.43916918709297,67.02984409947557
201.06217943710845,178.22738285684386,137.44089638822936,104.04326023342406,76.02631123499285
210.261741645978,177.01129907438113,147.05441169852742,120.10412149464314,95.524865872714
202.89159667172024,202.94087809014724,157.2768260107,131.40015220691336,112.53888216967503
202.1410398706804,188.66372200293304,159.13830462839547,134.3726162579266,113.29607230614837
193.96133635340834,183.20753259623362,163.36768346279504,141.98943622678414,121.74152947946727
183.84776310850236,178.12635964393365,160.099968769516,142.80406156688963,129.76902558006668
177.79201331893398,177.36967046256808,159.20113064925135,145.41320435228707,135.15176654413364
176.4652940382329,175.03428235634297,157.69590990257166,146.4137971640651,138.06158046321215
176.05112893702216,178.63090438107287,162.74212730574712,151.53877391611692,142.52368224263643
175.45369759569047,177.02259742756007,161.55494421403512,153.93505123915085,143.12232530251876
176.7766952966369,170.42300314218147,164.4506004853737,158.39823231336896,149.37536610833797
183.35757415498276,164.0762018087937,164.61470165206995,161.96913286178943,160.99689437998487
193.98195792392653,160.3807968554839,157.20368952413298,156.95222202950808,156.66843970627906
201.357890334598,156.31058825300352,155.0129026887762,153.39491516996253,156.16977940690063
213.52751579129094,153.37861650177967,146.11296999240005,142.59382875847047,146.4137971640651
223.32935319836486,141.3223266154361,132.21951444472938,124.00403219250575,130.24976007655445
226.52593670482858,132.23085872821065,125.87692401707312,120.00416659433121,121.75385004179539
232.35533133543547,131.18688958886096,121.43310915891102,113.35784048754634,114.1402645870422
242.78591392418136,130.09611831257686,121.26417442921878,111.87939935484101,109.17875251164945
248.39484696748443,130.23056476879765,124.88794977899188,113.43720729989786,108.46197490364999
254.37963754986365,136.61991070118586,126.26955294131677,112.79184367674819,106.0
261.444066675838,149.03690818049066,132.87964479181903,117.74548823628021,105.68348972285122
260.36320784627003,153.21879780235844,135.5912976558599,118.06777714516353,103.36827366266692
256.00781238079435,159.6151621870554,143.28293687665675,124.32618388738553,110.60289327137876
251.57503850740042,163.63679292872982,145.04137340772803,127.63228431709588,113.8859078200635
252.00198411917316,169.95587662684687,149.2816130673835,129.79984591670362,114.23221962301179
253.28442510347926,180.8535318980528,161.19863522995473,141.65097952361643,125.67020331009256
250.05999280172747,185.64751546950473,164.62381358722072,144.69277798148738,128.01562404644207
249.55961211702507,186.07525359380813,169.49926253526885,150.6950563223625,138.43771162512041
249.8739682319869,182.0,168.90825912311098,153.44380078712857,143.6697602141801
245.3935614477283,181.06904760339356,170.3437700651245,155.56991997169632,146.72763884149435
245.9044529893674,181.19878586789702,170.67220043111882,157.13688300332294,149.5125412799876
244.38698819699874,182.78949641595932,170.07351351694948,157.95252451290546,151.0132444522665
237.96848530845423,174.3244102241565,158.42032697857937,148.66068747318505,143.22011031974526
236.57768280207665,171.74690681348528,156.66843970627906,148.73466307488647,144.61673485458036
238.0693176366917,170.51099671282202,155.63097378092831,147.75655653811103,144.30869689661813
236.64741705752886,169.09760495051373,157.41982086128797,150.08331019803634,146.21901381147393
229.53213282675696,166.90416411821485,155.64061166674975,146.81961721786362,141.01418368376991
220.29071700822982,161.7714437099453,150.7912464302885,142.20056258679148,137.3608386695422
213.00938946440834,160.3309078125612,149.83324063771698,141.20906486483082,138.85243966167826
207.53072061745462,160.3527361787132,151.23822268196622,143.4015341619468,138.53880322855397
207.4246851269154,165.08482668010407,156.16017418023074,147.82760229402356,139.40229553346674
211.98113123577767,166.00301202086666,159.15401345866212,148.39474384222643,136.95254652615992
207.9663434308542,170.46993869888027,162.0524606416083,151.82226450688975,143.56183336806478
211.6057655169159,170.42300314218147,161.31955864060626,149.56603892595405,144.10065926289164
220.22715545545242,174.82848738120455,164.20109622045769,153.40469353966978,148.22280526288793
222.81157959136684,175.64168070250295,166.01204775557707,156.26259949200897,153.88307249337075
226.86119103980744,174.4505660638566,161.90120444270946,153.8440769090575,152.64337522473747
225.39964507514205,174.18381095842403,158.61904047118682,152.190669884852,153.05227865013967
225.93804460515275,170.03823099526764,154.8709139896837,148.12494725737457,152.029602380589
228.8864347225497,167.2752223134078,153.2122710490253,145.52319402761884,149.12075643584967
230.63390904201404,166.20770138594662,150.28306624500314,143.26548781894402,144.34680460612904
233.33452380648689,166.86821147240718,151.48927354766738,145.0,146.4137971640651
237.22773868163057,168.9644933114647,152.85614151874958,144.3918280236108,143.28293687665675
239.14012628582432,171.1286066091815,155.6181223379848,146.15402833996743,142.08800090085018
237.92856070678022,171.40595088852663,155.8621185535472,143.56183336806478,139.01438774457844
239.40342520523802,169.2572007330855,152.5417975507041,139.05754204644924,133.01503674397117
241.3503677229434,168.8342382338369,151.23822268196622,136.82105101189657,128.39003076563228
244.2723889431632,170.0823330037544,152.12166183683374,136.92698784388708,127.01181047445942
244.95101551126504,169.72919607421701,147.5567687366459,129.80754985747168,119.5198728245642
245.12241839538055,169.33103672983285,147.4347313220328,129.28263611173776,116.70903992407786
241.40422531513403,165.60193235587562,143.0873858870865,125.78155667664477,113.3225485064645
239.25300416086733,169.7439247808298,146.38647478507022,127.8632081562167,113.8859078200635
237.00843866833097,170.30854353202602,147.5127113166862,129.20139318134306,115.45128842936315
236.30488780387088,172.30786401090347,151.81897114655993,132.0075755401939,117.23907198540937
234.6763729053268,171.75855146105536,155.90060936378666,139.34489585198304,123.71337841963576
232.39836488237177,173.25414857947845,159.3267083699403,143.68368035375485,130.20752666416791
228.7116088002531,173.1040149736568,161.89502771858065,147.98986451781082,135.80132547217644
228.96287908741888,169.1892431568863,160.262285020525,147.41099009232656,137.20058308913997
227.705950734714,170.14111789923092,158.90248582070703,148.8220413782851,140.80127840328723
232.69293070482394,165.67739737212196,154.7384890710776,144.81022063376605,139.20129309744217
233.13729860320507,165.19685227025363,154.30489298787643,145.08618128546908,138.84163640637487
235.30618351416098,165.19685227025363,150.7348665704123,142.90206436577463,138.05795884337854
236.13555429032706,165.73774464496614,149.46571513226704,141.0319112825179,137.7679207943562
238.41560351621283,169.24833824885843,151.92432326655268,143.22011031974526,139.51702405083043
236.2371689637344,166.90416411821485,148.38463532320318,139.0323703315167,137.3608386695422
232.44139046219803,162.2621335986927,144.66858677681205,133.13526955694348,133.6899397860587
228.7378412069153,163.1686244349691,145.96232390586277,133.70115930686615,132.24598292575845
217.34764779035453,161.83015788165073,146.4137971640651,134.40238093129153,130.96946208945045
211.80415482232638,163.95426191471816,149.88328792764054,137.80058055030102,131.64345787011217
210.440015206234,165.42369842317032,152.0690632574555,139.31259813814398,132.7742444904131
200.82081565415473,166.0873264279969,152.46311029229332,138.03260484392808,132.20060514233663
200.21238722916223,167.83920876839238,154.50889942006577,140.03570973148243,134.52880732393342
202.02227599945508,172.69916039170545,156.7322557739791,143.05593311708537,136.88316185711082
216.52944372532804,173.216627377397,159.81239000778382,145.89036979869508,140.38874598770374
212.55117030964567,178.19652072922187,165.42369842317032,153.52198539622916,150.136604464068
217.26481537515457,181.63975335812367,167.7647161950331,155.64703659241314,152.8397853963424
227.19154913860683,188.66372200293304,172.16852209390657,159.13830462839547,155.0129026887762
228.07893370497854,197.03045449879062,177.29072169744248,163.00306745579974,156.52475842498527
229.31419493786248,195.78048932414077,178.54971296532514,164.87874332369228,160.72336482291553
235.9872877932199,186.70297265978385,171.14321488157222,161.94134740701648,164.46884203398528
232.13142829009604,180.34688796871433,166.0,156.1089363233252,154.1557653803451
230.28894893155424,175.38529014715002,162.19741058352318,153.52524222420234,153.0261415575783
230.1238796822268,173.04623659588788,158.3161394173064,151.38031576133008,149.81655449248592
233.20591759215716,167.08381130438698,151.33076356114773,145.33065746772084,144.90341610879986
228.65038814749474,160.29036153181514,145.03103116229988,137.53908535394584,137.80058055030102
232.74449510138794,150.68510211696443,131.24404748406687,121.3424904969401,120.90492132250036
233.0772404161333,143.38758663147937,121.01652779682617,110.07270324653611,110.86027241532469
236.12920192132103,142.35870187663275,123.96773773849388,110.2905254316979,107.35455276791944
240.55352834660314,145.24462124292245,128.94960255851896,112.96902230257638,105.17128885774862
242.86621831782205,146.37281168304446,130.86252328302402,113.8859078200635,105.17128885774862
241.10785968109792,148.92279879185725,132.6386067478093,115.31695452100702,103.24727599312246
237.91805311913595,153.44705927452634,135.36986370680884,117.18361660232202,103.58088626768937
234.44615586526473,165.59287424282482,149.21461054467824,130.08458786497346,114.38968484964018
235.03404008781365,176.64653973401235,158.25612152457168,140.089257261219,126.65701717630967
235.44001359157284,179.88885457415086,164.62381358722072,149.40214188558343,138.75518008348374
231.4821807396846,175.75551200460256,165.60193235587562,151.5585695366646,141.66156853571826
234.54210709380095,172.15400082484288,163.36768346279504,152.10851389715174,144.06248644251562
239.40133667128927,166.02710622064097,154.8709139896837,144.97241116847025,140.29255147726127
